loan_amnt,term,int_rate,installment,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,sub_grade_a2,sub_grade_a3,sub_grade_a4,sub_grade_a5,sub_grade_b1,sub_grade_b2,sub_grade_b3,sub_grade_b4,sub_grade_b5,sub_grade_c1,sub_grade_c2,sub_grade_c3,sub_grade_c4,sub_grade_c5,sub_grade_d1,sub_grade_d2,sub_grade_d3,sub_grade_d4,sub_grade_d5,sub_grade_e1,sub_grade_e2,sub_grade_e3,sub_grade_e4,sub_grade_e5,sub_grade_f1,sub_grade_f2,sub_grade_f3,sub_grade_f4,sub_grade_f5,sub_grade_g1,sub_grade_g2,sub_grade_g3,sub_grade_g4,sub_grade_g5,home_ownership_mortgage,home_ownership_none,home_ownership_other,home_ownership_own,home_ownership_rent,initial_list_status_w,application_type_individual,application_type_joint
6000.0,36.0,12.12,199.63,50000.0,Verified,Jul-2012,Fully Paid,credit_card,credit card,30.82,May-1990,8.0,0.0,13250.0,62.8,25.0,5.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
25000.0,36.0,7.12,773.3,65000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,26.5,Feb-2003,18.0,0.0,13513.0,27.6,30.0,3.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
9250.0,36.0,9.91,298.09,90000.0,Source Verified,Feb-2012,Fully Paid,debt_consolidation,BetterFuture,12.87,Nov-2001,11.0,0.0,27539.0,62.7,20.0,1.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2000.0,36.0,13.35,67.73,75000.0,Not Verified,Oct-2014,Fully Paid,moving,Moving and relocation,11.47,Nov-1997,11.0,0.0,2621.0,7.9,21.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
16000.0,36.0,6.03,486.97,150000.0,Source Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,7.98,Mar-1997,16.0,0.0,8606.0,6.1,38.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10575.0,36.0,17.57,380.04,39360.0,Not Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,36.98,Nov-1994,15.0,0.0,43962.0,67.7,33.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
24000.0,60.0,21.0,649.29,79000.0,Verified,Dec-2012,Fully Paid,debt_consolidation,Consolidation Loan,23.04,Sep-2001,14.0,0.0,28450.0,80.1,29.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8000.0,36.0,12.12,266.18,77564.0,Source Verified,Mar-2012,Fully Paid,credit_card,Pay down debt sooner to be debt free,12.92,Feb-1995,4.0,0.0,7775.0,97.2,23.0,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9550.0,36.0,16.49,338.07,32000.0,Not Verified,Nov-2014,Charged Off,debt_consolidation,Debt consolidation,29.22,May-1996,7.0,0.0,5193.0,57.1,39.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
23500.0,60.0,12.69,530.98,60000.0,Source Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,25.58,Apr-1999,13.0,0.0,25106.0,69.2,23.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
6500.0,36.0,12.39,217.11,70000.0,Source Verified,Jan-2015,Fully Paid,car,Car financing,30.72,Mar-2001,19.0,0.0,20708.0,61.8,40.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20000.0,36.0,11.53,659.81,57000.0,Source Verified,Sep-2015,Fully Paid,credit_card,Credit card refinancing,16.17,Jun-2005,16.0,0.0,20316.0,60.1,18.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
10000.0,36.0,14.09,342.22,34000.0,Not Verified,Dec-2012,Fully Paid,debt_consolidation,pay off credit card bills,15.95,Jul-1996,8.0,0.0,9463.0,50.6,19.0,2.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
20000.0,36.0,12.49,668.98,96000.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,12.83,May-1995,25.0,1.0,11215.0,32.8,52.0,1.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
15000.0,60.0,16.55,369.17,37000.0,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,34.61,Sep-2003,10.0,0.0,36297.0,97.1,17.0,4.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
11000.0,36.0,22.15,420.95,40000.0,Verified,Sep-2014,Fully Paid,debt_consolidation,Debt consolidation,17.22,Jun-2005,13.0,0.0,5407.0,65.1,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
31825.0,36.0,15.31,1108.07,80000.0,Verified,Oct-2012,Fully Paid,debt_consolidation,Debt Consolidation Loan,25.94,Nov-1994,7.0,0.0,42071.0,66.7,20.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2000.0,36.0,21.0,75.36,70000.0,Not Verified,Dec-2012,Fully Paid,other,Christmas Loan,23.62,May-1989,6.0,0.0,11425.0,92.1,18.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
4225.0,36.0,12.12,140.58,60000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,makingchanges,9.94,Apr-2001,10.0,1.0,4245.0,66.3,35.0,4.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8800.0,36.0,17.56,316.21,74000.0,Verified,Jul-2013,Fully Paid,credit_card,Consolidation,16.46,Nov-1987,14.0,0.0,27957.0,74.2,35.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
24000.0,60.0,19.72,632.12,100000.0,Source Verified,Oct-2012,Fully Paid,credit_card,Credit card refinancing,26.57,Apr-1997,16.0,0.0,26835.0,57.1,35.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
9600.0,36.0,9.67,308.28,54800.0,Source Verified,Nov-2013,Fully Paid,credit_card,credit clean up,17.74,Sep-1995,8.0,0.0,14662.0,56.8,16.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1400.0,36.0,15.59,48.94,38700.0,Source Verified,Jun-2016,Charged Off,other,Other,1.77,Jan-2001,4.0,0.0,492.0,17.6,20.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
11325.0,36.0,17.1,404.34,50000.0,Not Verified,Oct-2013,Fully Paid,debt_consolidation,Consolidation Loan,13.25,Feb-2004,11.0,0.0,3596.0,36.7,27.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8000.0,36.0,17.77,288.3,32000.0,Not Verified,Nov-2012,Fully Paid,credit_card,Smartborrowing2012,8.78,Nov-1998,9.0,0.0,8054.0,69.4,13.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5000.0,36.0,11.44,164.74,25152.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,13.07,Mar-2001,9.0,0.0,6367.0,69.2,13.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
15000.0,36.0,11.44,494.22,170000.0,Source Verified,Nov-2014,Charged Off,credit_card,Credit card refinancing,10.33,Jan-2002,6.0,3.0,13630.0,72.1,11.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9700.0,36.0,8.9,308.01,89000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,Personal Loan,26.49,Dec-1999,13.0,0.0,16087.0,56.6,24.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
25000.0,36.0,13.65,850.2,84000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,2.63,Dec-1999,4.0,0.0,11609.0,86.0,10.0,4.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
21700.0,60.0,13.18,495.75,50700.0,Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,34.29,Sep-2010,8.0,0.0,19249.0,38.7,16.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
13000.0,60.0,12.99,295.73,65000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,17.15,Sep-2001,9.0,0.0,4606.0,53.6,21.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
10000.0,36.0,6.62,307.04,55000.0,Not Verified,Dec-2012,Fully Paid,debt_consolidation,Debt Consolidation,18.55,Jun-1994,13.0,0.0,11752.0,24.7,30.0,1.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1600.0,36.0,13.99,54.68,21600.0,Not Verified,Mar-2015,Fully Paid,medical,Medical expenses,38.39,Oct-1994,8.0,0.0,1225.0,10.9,27.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
7000.0,36.0,6.89,215.79,130000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,Debt consolidation,10.99,Sep-2000,10.0,0.0,17293.0,60.3,26.0,7.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
30375.0,36.0,11.44,1000.78,188000.0,Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,21.99,May-2001,13.0,0.0,8049.0,16.9,41.0,1.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
30000.0,60.0,15.61,723.34,70000.0,Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,14.74,Aug-1996,5.0,0.0,33830.0,85.6,10.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
15000.0,36.0,14.59,516.98,75600.0,Verified,Mar-2010,Charged Off,debt_consolidation,CONSOLIDATE,20.1,Sep-1995,6.0,0.0,3811.0,97.7,20.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5500.0,36.0,12.85,184.92,140000.0,Verified,Jan-2014,Fully Paid,car,Car financing,6.83,Mar-2004,10.0,1.0,7983.0,43.0,31.0,5.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
16000.0,36.0,13.53,543.2,80000.0,Verified,Jan-2014,Fully Paid,credit_card,Credit cards and personal loan,21.06,Aug-1996,8.0,0.0,23208.0,97.1,26.0,6.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5000.0,36.0,13.05,168.6,45000.0,Not Verified,Aug-2013,Fully Paid,debt_consolidation,Debt consolidation,3.25,May-2002,7.0,0.0,4481.0,61.4,8.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9000.0,36.0,12.99,303.21,65000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,12.98,Sep-2005,10.0,0.0,13328.0,40.1,32.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5600.0,36.0,12.39,187.05,65000.0,Not Verified,Jan-2015,Fully Paid,credit_card,Credit card refinancing,6.76,Aug-1990,9.0,0.0,24948.0,69.3,19.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
5000.0,36.0,10.99,163.67,21000.0,Not Verified,Dec-2013,Fully Paid,credit_card,Credit card loan,26.96,Feb-2007,9.0,0.0,5749.0,70.1,16.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2750.0,36.0,13.98,93.97,34000.0,Not Verified,Jan-2014,Fully Paid,car,Car financing,28.91,Aug-2009,10.0,0.0,3395.0,61.7,12.0,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8000.0,36.0,10.15,258.71,53000.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,25.36,Mar-2003,8.0,1.0,6619.0,78.8,16.0,0.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
21000.0,36.0,18.25,761.84,105000.0,Not Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,16.78,Dec-2002,7.0,0.0,45597.0,58.5,28.0,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3400.0,36.0,9.75,109.31,45000.0,Not Verified,Apr-2016,Fully Paid,credit_card,Credit card refinancing,17.76,Apr-2003,15.0,0.0,4091.0,11.6,23.0,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
26600.0,60.0,23.99,765.08,64000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,34.43,Sep-2005,16.0,0.0,29506.0,80.2,25.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
9000.0,36.0,7.9,281.62,56000.0,Source Verified,Nov-2012,Fully Paid,debt_consolidation,credit card payoff,19.56,Apr-1997,9.0,0.0,38964.0,67.5,17.0,2.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
8000.0,36.0,10.99,261.88,40000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,24.87,Apr-2004,9.0,0.0,0.0,0.0,39.0,6.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10000.0,36.0,11.99,332.1,51000.0,Source Verified,Mar-2016,Fully Paid,credit_card,,18.42,Jul-2011,6.0,0.0,8448.0,66.0,7.0,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
10000.0,36.0,5.32,301.15,85000.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.35,Sep-2007,13.0,0.0,4133.0,23.9,36.0,2.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
19525.0,60.0,10.99,424.43,44000.0,Source Verified,Oct-2013,Fully Paid,credit_card,CC loan,16.53,Feb-1985,8.0,0.0,24375.0,60.3,18.0,6.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5000.0,36.0,11.14,164.03,25000.0,Not Verified,May-2013,Fully Paid,credit_card,Credit card refinancing,12.19,Mar-2006,12.0,0.0,7834.0,24.7,18.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
30000.0,60.0,24.5,871.77,160000.0,Verified,Jul-2014,Charged Off,home_improvement,Home improvement,22.25,Aug-1990,26.0,0.0,41557.0,89.8,53.0,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
23500.0,36.0,14.65,810.62,40000.0,Verified,Mar-2012,Fully Paid,debt_consolidation,consolidate,20.52,Oct-2003,9.0,0.0,15414.0,55.8,12.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6000.0,36.0,7.51,186.67,102996.0,Not Verified,Aug-2010,Fully Paid,major_purchase,Business startup funds,7.4,Nov-1991,4.0,0.0,38475.0,14.5,20.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
25000.0,36.0,16.99,891.2,52000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,14.03,May-2001,6.0,0.0,14477.0,62.1,26.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
30000.0,36.0,14.64,1034.68,120000.0,Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,14.42,May-1983,17.0,0.0,48480.0,80.9,36.0,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
12000.0,60.0,15.61,289.34,60000.0,Source Verified,Apr-2014,Charged Off,debt_consolidation,Debt consolidation,20.18,Oct-1990,11.0,0.0,6134.0,43.2,29.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
35000.0,60.0,20.25,619.89,88000.0,Verified,Jun-2011,Charged Off,debt_consolidation,Debt Consolidation Loan,11.71,Mar-2004,8.0,0.0,11554.0,62.6,16.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
20000.0,60.0,13.99,465.27,65000.0,Source Verified,May-2015,Charged Off,debt_consolidation,Debt consolidation,31.85,Aug-1999,16.0,0.0,28564.0,78.3,28.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
